Sex,Year,age,mx,qx,lx,dx,ex
male,2020,0,0.004355,0.004346,100000.0,434.6,78.83
male,2020,1,0.000225,0.000225,99565.4,22.4,78.18
male,2020,2,0.000146,0.000146,99543.0,14.6,77.19
male,2020,3,0.000110,0.000110,99528.4,11.0,76.20
male,2020,4,0.000084,0.000084,99517.4,8.3,75.21
male,2020,5,0.000072,0.000072,99509.1,7.1,74.22
male,2020,6,0.000068,0.000068,99501.9,6.8,73.22
male,2020,7,0.000079,0.000079,99495.1,7.9,72.23
male,2020,8,0.000077,0.000077,99487.3,7.6,71.23
male,2020,9,0.000079,0.000079,99479.6,7.9,70.24
male,2020,10,0.000056,0.000056,99471.8,5.6,69.25
male,2020,11,0.000071,0.000071,99466.2,7.0,68.25
male,2020,12,0.000103,0.000103,99459.2,10.2,67.25
male,2020,13,0.000104,0.000104,99448.9,10.4,66.26
male,2020,14,0.000117,0.000117,99438.6,11.6,65.27
male,2020,15,0.000172,0.000172,99427.0,17.1,64.28
male,2020,16,0.000197,0.000197,99409.9,19.6,63.29
male,2020,17,0.000287,0.000287,99390.3,28.5,62.30
male,2020,18,0.000390,0.000390,99361.9,38.7,61.32
male,2020,19,0.000458,0.000457,99323.1,45.4,60.34
male,2020,20,0.000489,0.000489,99277.7,48.5,59.37
male,2020,21,0.000484,0.000484,99229.1,48.0,58.40
male,2020,22,0.000478,0.000477,99181.1,47.4,57.42
male,2020,23,0.000534,0.000533,99133.8,52.9,56.45
male,2020,24,0.000507,0.000506,99080.9,50.2,55.48
male,2020,25,0.000557,0.000556,99030.7,55.1,54.51
male,2020,26,0.000631,0.000631,98975.6,62.4,53.54
male,2020,27,0.000607,0.000606,98913.2,60.0,52.57
male,2020,28,0.000644,0.000644,98853.2,63.7,51.60
male,2020,29,0.000689,0.000689,98789.5,68.1,50.64
male,2020,30,0.000736,0.000736,98721.5,72.7,49.67
male,2020,31,0.000806,0.000805,98648.8,79.5,48.71
male,2020,32,0.000860,0.000859,98569.4,84.7,47.75
male,2020,33,0.000930,0.000929,98484.7,91.5,46.79
male,2020,34,0.000950,0.000950,98393.1,93.5,45.83
male,2020,35,0.001046,0.001045,98299.7,102.7,44.87
male,2020,36,0.001134,0.001133,98196.9,111.3,43.92
male,2020,37,0.001264,0.001263,98085.7,123.9,42.97
male,2020,38,0.001328,0.001327,97961.8,130.0,42.02
male,2020,39,0.001552,0.001550,97831.8,151.7,41.08
male,2020,40,0.001594,0.001593,97680.1,155.6,40.14
male,2020,41,0.001796,0.001794,97524.5,175.0,39.20
male,2020,42,0.001846,0.001845,97349.5,179.6,38.27
male,2020,43,0.001994,0.001992,97169.9,193.5,37.34
male,2020,44,0.002169,0.002167,96976.4,210.1,36.42
male,2020,45,0.002405,0.002402,96766.2,232.4,35.50
male,2020,46,0.002566,0.002563,96533.8,247.4,34.58
male,2020,47,0.002846,0.002842,96286.4,273.6,33.67
male,2020,48,0.003113,0.003108,96012.8,298.4,32.76
male,2020,49,0.003412,0.003407,95714.4,326.1,31.86
male,2020,50,0.003706,0.003699,95388.3,352.9,30.97
male,2020,51,0.003957,0.003949,95035.4,375.3,30.08
male,2020,52,0.004324,0.004315,94660.1,408.4,29.20
male,2020,53,0.004555,0.004545,94251.7,428.3,28.32
male,2020,54,0.005013,0.005001,93823.4,469.2,27.45
male,2020,55,0.005365,0.005351,93354.2,499.6,26.59
male,2020,56,0.005852,0.005835,92854.6,541.8,25.73
male,2020,57,0.006327,0.006307,92312.9,582.2,24.88
male,2020,58,0.006907,0.006883,91730.7,631.4,24.03
male,2020,59,0.007463,0.007436,91099.3,677.4,23.19
male,2020,60,0.008294,0.008259,90421.9,746.8,22.36
male,2020,61,0.009004,0.008963,89675.0,803.8,21.55
male,2020,62,0.009923,0.009874,88871.3,877.5,20.74
male,2020,63,0.010742,0.010684,87993.8,940.2,19.94
male,2020,64,0.011637,0.011569,87053.6,1007.2,19.15
male,2020,65,0.012883,0.012800,86046.4,1101.4,18.37
male,2020,66,0.014374,0.014271,84945.0,1212.3,17.60
male,2020,67,0.015463,0.015344,83732.8,1284.8,16.84
male,2020,68,0.017018,0.016875,82448.0,1391.3,16.10
male,2020,69,0.018617,0.018445,81056.7,1495.1,15.37
male,2020,70,0.020144,0.019944,79561.6,1586.7,14.65
male,2020,71,0.021914,0.021677,77974.9,1690.2,13.93
male,2020,72,0.024423,0.024128,76284.6,1840.6,13.23
male,2020,73,0.026182,0.025844,74444.0,1923.9,12.55
male,2020,74,0.028718,0.028312,72520.1,2053.2,11.87
male,2020,75,0.032147,0.031638,70466.9,2229.4,11.20
male,2020,76,0.037258,0.036577,68237.5,2495.9,10.55
male,2020,77,0.040751,0.039937,65741.6,2625.5,9.93
male,2020,78,0.045828,0.044802,63116.0,2827.7,9.32
male,2020,79,0.051813,0.050504,60288.3,3044.8,8.73
male,2020,80,0.059019,0.057328,57243.5,3281.6,8.17
male,2020,81,0.065549,0.063469,53961.9,3424.9,7.64
male,2020,82,0.073676,0.071059,50537.0,3591.1,7.12
male,2020,83,0.081655,0.078452,46945.9,3683.0,6.63
male,2020,84,0.092077,0.088024,43262.9,3808.2,6.15
male,2020,85,0.103643,0.098537,39454.7,3887.8,5.70
male,2020,86,0.117390,0.110882,35567.0,3943.7,5.27
male,2020,87,0.134088,0.125663,31623.2,3973.9,4.86
male,2020,88,0.150961,0.140366,27649.4,3881.0,4.49
male,2020,89,0.169811,0.156521,23768.3,3720.2,4.14
male,2020,90,0.191218,0.174531,20048.1,3499.0,3.81
male,2020,91,0.214628,0.193827,16549.1,3207.7,3.51
male,2020,92,0.238862,0.213378,13341.4,2846.8,3.24
male,2020,93,0.271142,0.238771,10494.7,2505.8,2.98
male,2020,94,0.299835,0.260745,7988.8,2083.0,2.76
male,2020,95,0.333007,0.285475,5905.8,1686.0,2.55
male,2020,96,0.360514,0.305454,4219.8,1289.0,2.37
male,2020,97,0.397840,0.331832,2930.9,972.6,2.20
male,2020,98,0.424024,0.349852,1958.3,685.1,2.04
male,2020,99,0.488041,0.392309,1273.2,499.5,1.86
male,2020,100,0.516777,0.410666,773.7,317.7,1.75
female,2020,0,0.003523,0.003517,100000.0,351.7,82.83
female,2020,1,0.000207,0.000207,99648.3,20.6,82.12
female,2020,2,0.000127,0.000127,99627.7,12.7,81.14
female,2020,3,0.000088,0.000088,99615.1,8.7,80.15
female,2020,4,0.000065,0.000065,99606.3,6.4,79.15
female,2020,5,0.000069,0.000069,99599.9,6.9,78.16
female,2020,6,0.000060,0.000060,99593.0,6.0,77.16
female,2020,7,0.000055,0.000055,99587.0,5.5,76.17
female,2020,8,0.000057,0.000057,99581.5,5.7,75.17
female,2020,9,0.000057,0.000057,99575.8,5.7,74.18
female,2020,10,0.000050,0.000050,99570.1,5.0,73.18
female,2020,11,0.000069,0.000069,99565.1,6.9,72.19
female,2020,12,0.000065,0.000065,99558.2,6.5,71.19
female,2020,13,0.000094,0.000094,99551.7,9.4,70.20
female,2020,14,0.000089,0.000089,99542.3,8.8,69.20
female,2020,15,0.000122,0.000122,99533.5,12.2,68.21
female,2020,16,0.000110,0.000110,99521.3,10.9,67.22
female,2020,17,0.000167,0.000167,99510.3,16.6,66.22
female,2020,18,0.000170,0.000170,99493.8,16.9,65.23
female,2020,19,0.000192,0.000192,99476.8,19.1,64.25
female,2020,20,0.000209,0.000209,99457.7,20.8,63.26
female,2020,21,0.000198,0.000198,99436.9,19.7,62.27
female,2020,22,0.000204,0.000204,99417.2,20.3,61.28
female,2020,23,0.000224,0.000224,99396.9,22.2,60.30
female,2020,24,0.000219,0.000219,99374.7,21.8,59.31
female,2020,25,0.000232,0.000232,99352.9,23.1,58.32
female,2020,26,0.000258,0.000258,99329.8,25.6,57.34
female,2020,27,0.000306,0.000306,99304.2,30.4,56.35
female,2020,28,0.000288,0.000288,99273.9,28.6,55.37
female,2020,29,0.000323,0.000323,99245.3,32.0,54.38
female,2020,30,0.000340,0.000340,99213.3,33.7,53.40
female,2020,31,0.000365,0.000365,99179.5,36.2,52.42
female,2020,32,0.000428,0.000428,99143.3,42.4,51.44
female,2020,33,0.000500,0.000500,99100.9,49.5,50.46
female,2020,34,0.000556,0.000556,99051.4,55.1,49.48
female,2020,35,0.000565,0.000565,98996.3,55.9,48.51
female,2020,36,0.000620,0.000620,98940.4,61.3,47.54
female,2020,37,0.000706,0.000706,98879.1,69.8,46.57
female,2020,38,0.000857,0.000857,98809.2,84.6,45.60
female,2020,39,0.000849,0.000849,98724.6,83.8,44.64
female,2020,40,0.000928,0.000928,98640.8,91.5,43.68
female,2020,41,0.001016,0.001015,98549.3,100.1,42.72
female,2020,42,0.001139,0.001138,98449.2,112.0,41.76
female,2020,43,0.001178,0.001177,98337.2,115.8,40.81
female,2020,44,0.001339,0.001338,98221.4,131.4,39.85
female,2020,45,0.001428,0.001427,98090.0,140.0,38.91
female,2020,46,0.001569,0.001568,97950.0,153.6,37.96
female,2020,47,0.001812,0.001810,97796.4,177.1,37.02
female,2020,48,0.001964,0.001962,97619.4,191.5,36.09
female,2020,49,0.002091,0.002089,97427.8,203.5,35.16
female,2020,50,0.002266,0.002264,97224.3,220.1,34.23
female,2020,51,0.002499,0.002496,97004.3,242.1,33.31
female,2020,52,0.002603,0.002600,96762.1,251.6,32.39
female,2020,53,0.002931,0.002926,96510.6,282.4,31.47
female,2020,54,0.003083,0.003078,96228.1,296.2,30.56
female,2020,55,0.003349,0.003343,95931.9,320.7,29.65
female,2020,56,0.003716,0.003709,95611.3,354.6,28.75
female,2020,57,0.003976,0.003968,95256.6,378.0,27.86
female,2020,58,0.004369,0.004359,94878.6,413.6,26.97
female,2020,59,0.004664,0.004653,94465.0,439.6,26.08
female,2020,60,0.005223,0.005209,94025.4,489.8,25.20
female,2020,61,0.005565,0.005550,93535.6,519.1,24.33
female,2020,62,0.006341,0.006321,93016.5,588.0,23.46
female,2020,63,0.006932,0.006908,92428.5,638.5,22.61
female,2020,64,0.007634,0.007605,91790.0,698.0,21.76
female,2020,65,0.008123,0.008090,91092.0,736.9,20.93
female,2020,66,0.009026,0.008986,90355.0,811.9,20.09
female,2020,67,0.009828,0.009779,89543.1,875.7,19.27
female,2020,68,0.010949,0.010889,88667.4,965.5,18.46
female,2020,69,0.011788,0.011719,87701.9,1027.8,17.65
female,2020,70,0.013237,0.013150,86674.1,1139.8,16.86
female,2020,71,0.014302,0.014201,85534.4,1214.7,16.08
female,2020,72,0.015632,0.015511,84319.7,1307.9,15.30
female,2020,73,0.017075,0.016931,83011.8,1405.5,14.53
female,2020,74,0.019224,0.019041,81606.4,1553.9,13.78
female,2020,75,0.021725,0.021491,80052.5,1720.4,13.03
female,2020,76,0.024920,0.024614,78332.0,1928.0,12.31
female,2020,77,0.027869,0.027486,76404.0,2100.0,11.61
female,2020,78,0.031142,0.030664,74304.0,2278.5,10.92
female,2020,79,0.035859,0.035227,72025.5,2537.3,10.25
female,2020,80,0.040790,0.039975,69488.2,2777.8,9.61
female,2020,81,0.046850,0.045778,66710.5,3053.8,8.98
female,2020,82,0.051941,0.050627,63656.6,3222.7,8.39
female,2020,83,0.058568,0.056902,60433.9,3438.8,7.81
female,2020,84,0.067043,0.064868,56995.1,3697.2,7.25
female,2020,85,0.076463,0.073648,53297.9,3925.3,6.72
female,2020,86,0.087626,0.083948,49372.7,4144.7,6.22
female,2020,87,0.099487,0.094773,45227.9,4286.4,5.74
female,2020,88,0.115000,0.108747,40941.6,4452.3,5.29
female,2020,89,0.131253,0.123170,36489.3,4494.4,4.87
female,2020,90,0.148310,0.138072,31994.9,4417.6,4.49
female,2020,91,0.169458,0.156221,27577.3,4308.2,4.13
female,2020,92,0.191379,0.174665,23269.2,4064.3,3.80
female,2020,93,0.218384,0.196886,19204.9,3781.2,3.50
female,2020,94,0.239977,0.214268,15423.7,3304.8,3.23
female,2020,95,0.268293,0.236559,12118.9,2866.8,2.98
female,2020,96,0.299162,0.260236,9252.1,2407.7,2.74
female,2020,97,0.334085,0.286266,6844.3,1959.3,2.53
female,2020,98,0.371609,0.313381,4885.0,1530.9,2.35
female,2020,99,0.398590,0.332354,3354.2,1114.8,2.19
female,2020,100,0.436803,0.358505,2239.4,802.8,2.04
male,2019,0,0.004334,0.004324,100000.0,432.4,78.99
male,2019,1,0.000221,0.000221,99567.6,22.0,78.33
male,2019,2,0.000136,0.000136,99545.6,13.5,77.35
male,2019,3,0.000102,0.000102,99532.1,10.2,76.36
male,2019,4,0.000075,0.000075,99521.9,7.5,75.37
male,2019,5,0.000072,0.000072,99514.4,7.2,74.37
male,2019,6,0.000080,0.000080,99507.2,7.9,73.38
male,2019,7,0.000071,0.000071,99499.3,7.1,72.38
male,2019,8,0.000067,0.000067,99492.2,6.7,71.39
male,2019,9,0.000066,0.000066,99485.6,6.5,70.39
male,2019,10,0.000058,0.000058,99479.0,5.7,69.40
male,2019,11,0.000065,0.000065,99473.3,6.4,68.40
male,2019,12,0.000098,0.000098,99466.9,9.8,67.41
male,2019,13,0.000111,0.000111,99457.1,11.1,66.41
male,2019,14,0.000111,0.000111,99446.0,11.0,65.42
male,2019,15,0.000166,0.000166,99435.0,16.6,64.43
male,2019,16,0.000174,0.000174,99418.4,17.3,63.44
male,2019,17,0.000278,0.000278,99401.1,27.6,62.45
male,2019,18,0.000374,0.000373,99373.5,37.1,61.47
male,2019,19,0.000435,0.000435,99336.4,43.2,60.49
male,2019,20,0.000521,0.000521,99293.2,51.7,59.52
male,2019,21,0.000482,0.000482,99241.5,47.9,58.55
male,2019,22,0.000474,0.000474,99193.6,47.0,57.57
male,2019,23,0.000504,0.000504,99146.6,50.0,56.60
male,2019,24,0.000533,0.000533,99096.6,52.8,55.63
male,2019,25,0.000572,0.000571,99043.8,56.6,54.66
male,2019,26,0.000614,0.000613,98987.2,60.7,53.69
male,2019,27,0.000623,0.000623,98926.5,61.6,52.72
male,2019,28,0.000655,0.000655,98864.8,64.7,51.75
male,2019,29,0.000695,0.000694,98800.1,68.6,50.79
male,2019,30,0.000743,0.000743,98731.5,73.4,49.82
male,2019,31,0.000775,0.000774,98658.1,76.4,48.86
male,2019,32,0.000841,0.000841,98581.7,82.9,47.90
male,2019,33,0.000925,0.000925,98498.8,91.1,46.94
male,2019,34,0.000918,0.000918,98407.7,90.3,45.98
male,2019,35,0.001032,0.001031,98317.4,101.4,45.02
male,2019,36,0.001094,0.001093,98216.0,107.3,44.07
male,2019,37,0.001270,0.001269,98108.6,124.5,43.12
male,2019,38,0.001325,0.001324,97984.1,129.7,42.17
male,2019,39,0.001464,0.001463,97854.4,143.2,41.23
male,2019,40,0.001551,0.001549,97711.2,151.4,40.28
male,2019,41,0.001691,0.001690,97559.8,164.8,39.35
male,2019,42,0.001756,0.001754,97395.0,170.8,38.41
male,2019,43,0.001938,0.001936,97224.2,188.2,37.48
male,2019,44,0.002157,0.002155,97035.9,209.1,36.55
male,2019,45,0.002339,0.002336,96826.9,226.2,35.63
male,2019,46,0.002496,0.002493,96600.7,240.8,34.71
male,2019,47,0.002769,0.002765,96359.9,266.4,33.80
male,2019,48,0.003001,0.002997,96093.5,288.0,32.89
male,2019,49,0.003327,0.003321,95805.5,318.2,31.99
male,2019,50,0.003587,0.003580,95487.3,341.9,31.09
male,2019,51,0.003855,0.003848,95145.4,366.1,30.20
male,2019,52,0.004175,0.004167,94779.3,394.9,29.32
male,2019,53,0.004439,0.004429,94384.4,418.0,28.44
male,2019,54,0.004854,0.004842,93966.4,455.0,27.56
male,2019,55,0.005201,0.005188,93511.4,485.1,26.69
male,2019,56,0.005783,0.005767,93026.3,536.5,25.83
male,2019,57,0.006079,0.006061,92489.9,560.6,24.98
male,2019,58,0.006762,0.006739,91929.3,619.5,24.12
male,2019,59,0.007373,0.007346,91309.8,670.7,23.29
male,2019,60,0.008164,0.008131,90639.0,737.0,22.45
male,2019,61,0.008814,0.008776,89902.1,789.0,21.63
male,2019,62,0.009874,0.009825,89113.1,875.6,20.82
male,2019,63,0.010597,0.010541,88237.6,930.1,20.02
male,2019,64,0.011578,0.011512,87307.5,1005.0,19.23
male,2019,65,0.012846,0.012764,86302.4,1101.6,18.45
male,2019,66,0.014061,0.013963,85200.9,1189.6,17.68
male,2019,67,0.015253,0.015137,84011.2,1271.7,16.92
male,2019,68,0.016607,0.016470,82739.5,1362.7,16.18
male,2019,69,0.018416,0.018248,81376.8,1485.0,15.44
male,2019,70,0.019617,0.019426,79891.8,1552.0,14.72
male,2019,71,0.021464,0.021236,78339.8,1663.6,14.00
male,2019,72,0.023224,0.022957,76676.2,1760.3,13.29
male,2019,73,0.026034,0.025700,74915.9,1925.3,12.59
male,2019,74,0.028722,0.028316,72990.6,2066.8,11.91
male,2019,75,0.032732,0.032205,70923.8,2284.1,11.24
male,2019,76,0.036717,0.036055,68639.7,2474.8,10.60
male,2019,77,0.040040,0.039255,66164.9,2597.3,9.98
male,2019,78,0.046359,0.045309,63567.6,2880.2,9.37
male,2019,79,0.051898,0.050586,60687.4,3069.9,8.79
male,2019,80,0.058950,0.057262,57617.5,3299.3,8.23
male,2019,81,0.064341,0.062336,54318.2,3386.0,7.70
male,2019,82,0.072498,0.069962,50932.2,3563.3,7.18
male,2019,83,0.081088,0.077928,47368.9,3691.4,6.68
male,2019,84,0.091657,0.087641,43677.5,3827.9,6.20
male,2019,85,0.103516,0.098422,39849.6,3922.1,5.75
male,2019,86,0.116323,0.109929,35927.5,3949.5,5.32
male,2019,87,0.131665,0.123532,31978.0,3950.3,4.92
male,2019,88,0.150614,0.140066,28027.7,3925.7,4.54
male,2019,89,0.169135,0.155947,24102.0,3758.6,4.20
male,2019,90,0.186467,0.170565,20343.4,3469.9,3.88
male,2019,91,0.210580,0.190520,16873.5,3214.7,3.57
male,2019,92,0.232408,0.208212,13658.8,2843.9,3.30
male,2019,93,0.264478,0.233588,10814.8,2526.2,3.03
male,2019,94,0.294655,0.256818,8288.6,2128.7,2.80
male,2019,95,0.327860,0.281683,6159.9,1735.2,2.60
male,2019,96,0.354046,0.300798,4424.8,1331.0,2.42
male,2019,97,0.388377,0.325223,3093.8,1006.2,2.25
male,2019,98,0.417787,0.345595,2087.6,721.5,2.09
male,2019,99,0.470423,0.380844,1366.2,520.3,1.93
male,2019,100,0.499065,0.399401,845.9,337.8,1.81
female,2019,0,0.003546,0.003539,100000.0,353.9,82.94
female,2019,1,0.000203,0.000203,99646.1,20.2,82.24
female,2019,2,0.000135,0.000135,99625.8,13.4,81.25
female,2019,3,0.000092,0.000092,99612.4,9.1,80.27
female,2019,4,0.000063,0.000063,99603.3,6.3,79.27
female,2019,5,0.000063,0.000063,99597.0,6.3,78.28
female,2019,6,0.000069,0.000069,99590.7,6.9,77.28
female,2019,7,0.000055,0.000055,99583.8,5.4,76.29
female,2019,8,0.000058,0.000058,99578.4,5.7,75.29
female,2019,9,0.000050,0.000050,99572.6,5.0,74.30
female,2019,10,0.000057,0.000057,99567.6,5.6,73.30
female,2019,11,0.000066,0.000066,99562.0,6.6,72.30
female,2019,12,0.000061,0.000061,99555.4,6.0,71.31
female,2019,13,0.000094,0.000094,99549.4,9.3,70.31
female,2019,14,0.000087,0.000087,99540.1,8.7,69.32
female,2019,15,0.000107,0.000107,99531.4,10.6,68.33
female,2019,16,0.000124,0.000124,99520.8,12.4,67.33
female,2019,17,0.000151,0.000151,99508.4,15.0,66.34
female,2019,18,0.000192,0.000192,99493.4,19.1,65.35
female,2019,19,0.000188,0.000188,99474.3,18.7,64.36
female,2019,20,0.000193,0.000193,99455.6,19.2,63.38
female,2019,21,0.000194,0.000194,99436.4,19.3,62.39
female,2019,22,0.000218,0.000218,99417.1,21.7,61.40
female,2019,23,0.000215,0.000215,99395.4,21.4,60.41
female,2019,24,0.000212,0.000212,99374.0,21.1,59.43
female,2019,25,0.000225,0.000225,99352.9,22.3,58.44
female,2019,26,0.000268,0.000268,99330.6,26.7,57.45
female,2019,27,0.000290,0.000290,99303.9,28.8,56.47
female,2019,28,0.000291,0.000291,99275.1,28.9,55.48
female,2019,29,0.000306,0.000305,99246.2,30.3,54.50
female,2019,30,0.000340,0.000340,99215.9,33.7,53.52
female,2019,31,0.000366,0.000366,99182.2,36.3,52.53
female,2019,32,0.000416,0.000416,99145.9,41.2,51.55
female,2019,33,0.000471,0.000471,99104.7,46.7,50.57
female,2019,34,0.000556,0.000556,99058.0,55.1,49.60
female,2019,35,0.000545,0.000545,99002.9,53.9,48.63
female,2019,36,0.000625,0.000625,98949.0,61.8,47.65
female,2019,37,0.000720,0.000719,98887.2,71.1,46.68
female,2019,38,0.000810,0.000810,98816.0,80.0,45.71
female,2019,39,0.000805,0.000804,98736.0,79.4,44.75
female,2019,40,0.000916,0.000916,98656.6,90.4,43.79
female,2019,41,0.000963,0.000962,98566.2,94.8,42.83
female,2019,42,0.001075,0.001074,98471.4,105.8,41.87
female,2019,43,0.001175,0.001174,98365.6,115.5,40.91
female,2019,44,0.001306,0.001305,98250.1,128.3,39.96
female,2019,45,0.001451,0.001450,98121.8,142.2,39.01
female,2019,46,0.001570,0.001569,97979.6,153.7,38.07
female,2019,47,0.001727,0.001725,97825.8,168.8,37.13
female,2019,48,0.001911,0.001909,97657.1,186.4,36.19
female,2019,49,0.002001,0.001999,97470.6,194.9,35.26
female,2019,50,0.002223,0.002221,97275.7,216.0,34.33
female,2019,51,0.002432,0.002429,97059.7,235.8,33.40
female,2019,52,0.002530,0.002527,96824.0,244.6,32.48
female,2019,53,0.002835,0.002831,96579.3,273.5,31.56
female,2019,54,0.002982,0.002977,96305.9,286.7,30.65
female,2019,55,0.003283,0.003278,96019.1,314.7,29.74
female,2019,56,0.003632,0.003626,95704.4,347.0,28.84
female,2019,57,0.003878,0.003870,95357.4,369.0,27.94
female,2019,58,0.004227,0.004218,94988.4,400.7,27.05
female,2019,59,0.004644,0.004634,94587.7,438.3,26.16
female,2019,60,0.005223,0.005210,94149.4,490.5,25.28
female,2019,61,0.005578,0.005563,93658.9,521.0,24.41
female,2019,62,0.006402,0.006381,93137.9,594.3,23.54
female,2019,63,0.006896,0.006872,92543.6,636.0,22.69
female,2019,64,0.007479,0.007451,91907.6,684.8,21.84
female,2019,65,0.008065,0.008033,91222.8,732.8,21.00
female,2019,66,0.008809,0.008770,90490.0,793.6,20.17
female,2019,67,0.009606,0.009560,89696.3,857.5,19.34
female,2019,68,0.010746,0.010689,88838.9,949.6,18.53
female,2019,69,0.011506,0.011441,87889.3,1005.5,17.72
female,2019,70,0.013016,0.012932,86883.8,1123.6,16.92
female,2019,71,0.013964,0.013867,85760.2,1189.2,16.14
female,2019,72,0.015262,0.015147,84571.0,1281.0,15.36
female,2019,73,0.017189,0.017042,83290.0,1419.5,14.58
female,2019,74,0.019270,0.019086,81870.6,1562.6,13.83
female,2019,75,0.021713,0.021480,80308.0,1725.0,13.09
female,2019,76,0.024431,0.024136,78583.0,1896.7,12.36
female,2019,77,0.027454,0.027082,76686.3,2076.8,11.66
female,2019,78,0.031277,0.030796,74609.5,2297.6,10.97
female,2019,79,0.036013,0.035376,72311.8,2558.1,10.30
female,2019,80,0.040537,0.039732,69753.8,2771.4,9.66
female,2019,81,0.045387,0.044380,66982.3,2972.6,9.04
female,2019,82,0.051180,0.049903,64009.7,3194.3,8.44
female,2019,83,0.058125,0.056483,60815.4,3435.0,7.85
female,2019,84,0.066936,0.064768,57380.3,3716.4,7.29
female,2019,85,0.076165,0.073371,53663.9,3937.4,6.76
female,2019,86,0.087206,0.083562,49726.5,4155.2,6.26
female,2019,87,0.099321,0.094622,45571.3,4312.0,5.78
female,2019,88,0.114200,0.108031,41259.3,4457.3,5.34
female,2019,89,0.129992,0.122059,36802.0,4492.0,4.92
female,2019,90,0.146508,0.136508,32310.0,4410.6,4.54
female,2019,91,0.166520,0.153721,27899.4,4288.7,4.17
female,2019,92,0.189443,0.173051,23610.7,4085.9,3.84
female,2019,93,0.213522,0.192925,19524.8,3766.8,3.54
female,2019,94,0.235257,0.210497,15758.0,3317.0,3.27
female,2019,95,0.266378,0.235069,12441.0,2924.5,3.01
female,2019,96,0.295791,0.257681,9516.5,2452.2,2.77
female,2019,97,0.327960,0.281757,7064.3,1990.4,2.56
female,2019,98,0.370206,0.312383,5073.9,1585.0,2.37
female,2019,99,0.391705,0.327553,3488.9,1142.8,2.23
female,2019,100,0.434553,0.356988,2346.1,837.5,2.07
male,2018,0,0.004281,0.004272,100000.0,427.2,79.23
male,2018,1,0.000236,0.000236,99572.8,23.5,78.57
male,2018,2,0.000132,0.000132,99549.3,13.2,77.59
male,2018,3,0.000103,0.000103,99536.2,10.2,76.60
male,2018,4,0.000094,0.000094,99526.0,9.3,75.61
male,2018,5,0.000080,0.000080,99516.6,8.0,74.62
male,2018,6,0.000085,0.000085,99508.6,8.4,73.62
male,2018,7,0.000071,0.000071,99500.2,7.0,72.63
male,2018,8,0.000067,0.000067,99493.2,6.6,71.63
male,2018,9,0.000063,0.000063,99486.5,6.3,70.64
male,2018,10,0.000074,0.000074,99480.2,7.4,69.64
male,2018,11,0.000075,0.000075,99472.8,7.5,68.65
male,2018,12,0.000104,0.000104,99465.3,10.3,67.65
male,2018,13,0.000117,0.000117,99455.0,11.7,66.66
male,2018,14,0.000124,0.000124,99443.3,12.3,65.67
male,2018,15,0.000167,0.000167,99431.0,16.6,64.68
male,2018,16,0.000188,0.000188,99414.4,18.7,63.69
male,2018,17,0.000283,0.000283,99395.8,28.1,62.70
male,2018,18,0.000373,0.000373,99367.7,37.1,61.72
male,2018,19,0.000415,0.000415,99330.6,41.2,60.74
male,2018,20,0.000527,0.000527,99289.4,52.3,59.76
male,2018,21,0.000479,0.000479,99237.0,47.5,58.79
male,2018,22,0.000475,0.000475,99189.5,47.1,57.82
male,2018,23,0.000492,0.000492,99142.4,48.8,56.85
male,2018,24,0.000539,0.000539,99093.7,53.4,55.88
male,2018,25,0.000569,0.000568,99040.2,56.3,54.91
male,2018,26,0.000598,0.000598,98983.9,59.2,53.94
male,2018,27,0.000616,0.000616,98924.8,60.9,52.97
male,2018,28,0.000659,0.000658,98863.9,65.1,52.00
male,2018,29,0.000683,0.000683,98798.8,67.4,51.04
male,2018,30,0.000749,0.000749,98731.3,73.9,50.07
male,2018,31,0.000786,0.000786,98657.4,77.5,49.11
male,2018,32,0.000780,0.000779,98579.9,76.8,48.15
male,2018,33,0.000892,0.000891,98503.1,87.8,47.18
male,2018,34,0.000923,0.000922,98415.3,90.8,46.23
male,2018,35,0.000992,0.000992,98324.5,97.5,45.27
male,2018,36,0.001045,0.001044,98227.0,102.5,44.31
male,2018,37,0.001258,0.001258,98124.4,123.4,43.36
male,2018,38,0.001227,0.001226,98001.0,120.2,42.41
male,2018,39,0.001352,0.001352,97880.8,132.3,41.46
male,2018,40,0.001480,0.001479,97748.5,144.5,40.52
male,2018,41,0.001570,0.001569,97604.0,153.1,39.58
male,2018,42,0.001709,0.001708,97450.9,166.4,38.64
male,2018,43,0.001863,0.001861,97284.5,181.1,37.70
male,2018,44,0.002056,0.002054,97103.4,199.4,36.77
male,2018,45,0.002288,0.002286,96904.0,221.5,35.85
male,2018,46,0.002426,0.002423,96682.5,234.3,34.93
male,2018,47,0.002620,0.002617,96448.2,252.4,34.01
male,2018,48,0.002814,0.002810,96195.8,270.3,33.10
male,2018,49,0.003113,0.003108,95925.5,298.1,32.19
male,2018,50,0.003389,0.003384,95627.4,323.6,31.29
male,2018,51,0.003661,0.003654,95303.9,348.3,30.40
male,2018,52,0.003901,0.003894,94955.6,369.7,29.51
male,2018,53,0.004271,0.004262,94585.8,403.1,28.62
male,2018,54,0.004581,0.004570,94182.7,430.5,27.74
