ladcode23,laname23,country,sex,age,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,population_2020,population_2021,population_2022
S92000003,SCOTLAND,Country,M,25,"35,166","34,595","35,633","34,617","34,651","36,295","35,401","33,743","33,717","32,415","32,108","33,589"
S92000003,SCOTLAND,Country,M,26,"34,410","34,640","34,250","35,245","34,608","34,646","36,057","35,037","33,702","33,315","32,151","32,755"
S92000003,SCOTLAND,Country,M,27,"33,302","33,980","34,362","34,035","35,341","34,771","34,612","35,778","34,957","33,354","33,075","32,650"
S92000003,SCOTLAND,Country,M,28,"33,649","32,945","33,790","34,072","34,023","35,349","34,608","34,381","35,745","34,532","33,036","33,522"
S92000003,SCOTLAND,Country,M,29,"33,865","33,328","32,782","33,579","34,096","34,142","35,161","34,335","34,238","35,398","34,142","33,319"
S92000003,SCOTLAND,Country,M,30,"34,091","33,564","33,125","32,676","33,615","34,131","34,027","35,149","34,417","34,077","35,304","34,463"
S92000003,SCOTLAND,Country,M,31,"33,372","33,857","33,394","33,032","32,811","33,697","34,146","33,869","35,214","34,199","33,992","35,635"
S92000003,SCOTLAND,Country,M,32,"32,617","33,088","33,712","33,224","33,112","32,888","33,655","34,023","33,914","35,044","34,139","34,289"
S92000003,SCOTLAND,Country,M,33,"29,904","32,448","33,010","33,664","33,239","33,100","32,835","33,601","34,080","33,779","34,985","34,483"
S92000003,SCOTLAND,Country,M,34,"29,660","29,710","32,333","32,983","33,790","33,301","33,099","32,826","33,704","33,948","33,706","35,352"
S92000003,SCOTLAND,Country,M,35,"31,290","29,580","29,662","32,353","33,126","33,830","33,311","33,052","32,896","33,680","33,998","34,037"
S92000003,SCOTLAND,Country,M,36,"31,209","31,271","29,640","29,676","32,534","33,233","33,854","33,330","33,104","32,954","33,830","34,252"
S92000003,SCOTLAND,Country,M,37,"32,165","31,275","31,319","29,693","29,736","32,681","33,312","33,827","33,328","33,010","33,022","34,163"
S92000003,SCOTLAND,Country,M,38,"34,009","32,187","31,419","31,372","29,757","29,868","32,855","33,331","34,035","33,335","33,101","33,444"
S92000003,SCOTLAND,Country,M,39,"35,796","33,980","32,309","31,538","31,495","29,903","29,959","32,963","33,530","34,088","33,386","33,438"
S92000003,SCOTLAND,Country,M,40,"37,075","35,666","34,067","32,349","31,623","31,492","29,905","29,864","33,058","33,421","34,107","33,512"
S92000003,SCOTLAND,Country,M,41,"36,731","37,045","35,676","34,094","32,416","31,608","31,428","29,819","29,767","32,955","33,298","34,211"
S92000003,SCOTLAND,Country,M,42,"38,207","36,770","37,172","35,713","34,138","32,469","31,663","31,369","29,799","29,664","33,008","33,422"
S92000003,SCOTLAND,Country,M,43,"38,979","38,282","36,976","37,244","35,713","34,134","32,529","31,559","31,367","29,690","29,629","33,148"
S92000003,SCOTLAND,Country,M,44,"39,881","38,965","38,376","37,065","37,302","35,665","34,144","32,474","31,547","31,285","29,600","29,661"
S92000003,SCOTLAND,Country,M,45,"39,324","39,848","39,082","38,487","37,157","37,349","35,651","34,070","32,533","31,481","31,264","29,662"
S92000003,SCOTLAND,Country,M,46,"40,854","39,243","39,908","39,158","38,556","37,169","37,299","35,506","34,049","32,499","31,439","31,290"
S92000003,SCOTLAND,Country,M,47,"40,034","40,889","39,348","39,943","39,207","38,621","37,217","37,274","35,480","33,993","32,507","31,559"
S92000003,SCOTLAND,Country,M,48,"40,211","40,055","40,942","39,376","39,981","39,238","38,659","37,164","37,286","35,334","33,904","32,574"
S92000003,SCOTLAND,Country,M,49,"39,785","40,171","40,148","40,948","39,442","39,957","39,229","38,661","37,220","37,194","35,278","33,884"
S92000003,SCOTLAND,Country,M,50,"38,604","39,686","40,160","40,190","40,944","39,376","39,983","39,179","38,750","37,147","37,106","35,290"
S92000003,SCOTLAND,Country,M,51,"37,508","38,581","39,696","40,191","40,218","40,943","39,371","39,933","39,228","38,692","37,180","37,103"
S92000003,SCOTLAND,Country,M,52,"37,006","37,476","38,493","39,623","40,095","40,212","40,923","39,253","39,887","39,171","38,618","37,204"
S92000003,SCOTLAND,Country,M,53,"36,150","36,971","37,555","38,436","39,546","39,995","40,181","40,813","39,251","39,761","39,115","38,631"
S92000003,SCOTLAND,Country,M,54,"35,429","36,072","36,960","37,570","38,396","39,405","39,918","40,071","40,740","39,134","39,699","39,075"
S92000003,SCOTLAND,Country,M,55,"34,422","35,254","36,048","36,925","37,507","38,242","39,263","39,779","40,059","40,572","38,986","39,591"
S92000003,SCOTLAND,Country,M,56,"32,817","34,274","35,173","36,062","36,830","37,413","38,123","39,089","39,798","39,961","40,483","38,936"
S92000003,SCOTLAND,Country,M,57,"32,635","32,762","34,189","35,076","36,029","36,708","37,338","37,895","38,929","39,625","39,870","40,399"
S92000003,SCOTLAND,Country,M,58,"32,019","32,480","32,694","34,025","34,887","35,852","36,571","37,117","37,716","38,736","39,499","39,808"
S92000003,SCOTLAND,Country,M,59,"30,867","31,889","32,268","32,540","33,880","34,659","35,773","36,320","36,974","37,446","38,478","39,326"
S92000003,SCOTLAND,Country,M,60,"31,303","30,705","31,705","32,121","32,400","33,642","34,466","35,586","36,170","36,734","37,203","38,252"
S92000003,SCOTLAND,Country,M,61,"31,584","31,026","30,507","31,554","31,892","32,208","33,417","34,139","35,385","35,929","36,478","36,938"
S92000003,SCOTLAND,Country,M,62,"32,416","31,298","30,780","30,314","31,337","31,652","31,962","33,089","33,912","35,115","35,737","36,241"
S92000003,SCOTLAND,Country,M,63,"33,316","32,068","30,986","30,475","30,048","31,003","31,374","31,631","32,823","33,596","34,806","35,556"
S92000003,SCOTLAND,Country,M,64,"36,009","32,963","31,734","30,727","30,174","29,739","30,758","31,043","31,359","32,518","33,276","34,580"
S92000003,SCOTLAND,Country,M,65,"27,452","35,570","32,578","31,402","30,281","29,825","29,450","30,415","30,712","31,028","32,212","32,919"
S92000003,SCOTLAND,Country,M,66,"25,535","27,053","35,007","32,111","30,934","29,839","29,382","29,057","30,060","30,284","30,697","31,819"
S92000003,SCOTLAND,Country,M,67,"26,152","25,084","26,571","34,499","31,630","30,476","29,413","28,905","28,679","29,665","29,918","30,322"
S92000003,SCOTLAND,Country,M,68,"24,717","25,622","24,594","26,118","33,897","31,057","30,008","28,913","28,519","28,197","29,231","29,452"
S92000003,SCOTLAND,Country,M,69,"22,559","24,150","25,148","24,110","25,528","33,222","30,438","29,455","28,392","27,989","27,707","28,721"
S92000003,SCOTLAND,Country,M,70,"20,669","22,056","23,629","24,617","23,550","24,905","32,524","29,795","28,900","27,796","27,422","27,175"
S92000003,SCOTLAND,Country,M,71,"21,051","20,132","21,510","23,062","24,021","22,968","24,343","31,731","29,211","28,274","27,114","26,859"
S92000003,SCOTLAND,Country,M,72,"20,558","20,413","19,514","20,904","22,382","23,351","22,381","23,644","30,921","28,505","27,548","26,365"
S92000003,SCOTLAND,Country,M,73,"19,950","19,862","19,728","18,893","20,280","21,659","22,678","21,751","23,035","30,024","27,734","26,799"
S92000003,SCOTLAND,Country,M,74,"18,436","19,209","19,191","19,057","18,208","19,643","20,948","21,887","21,114","22,282","29,089","26,899"
S92000003,SCOTLAND,Country,M,75,"17,632","17,685","18,436","18,493","18,326","17,490","18,966","20,193","21,128","20,267","21,527","28,079"
S92000003,SCOTLAND,Country,M,76,"16,697","16,899","16,909","17,718","17,667","17,584","16,753","18,155","19,426","20,245","19,374","20,691"
S92000003,SCOTLAND,Country,M,77,"15,340","15,904","16,124","16,154","16,890","16,842","16,849","15,964","17,408","18,592","19,338","18,558"
S92000003,SCOTLAND,Country,M,78,"14,169","14,568","15,067","15,343","15,278","16,040","16,033","15,985","15,206","16,508","17,698","18,410"
S92000003,SCOTLAND,Country,M,79,"13,550","13,397","13,743","14,269","14,497","14,431","15,155","15,093","15,173","14,243","15,672","16,733"
S92000003,SCOTLAND,Country,M,80,"12,446","12,700","12,533","12,907","13,409","13,572","13,586","14,176","14,240","14,129","13,371","14,727"
S92000003,SCOTLAND,Country,M,81,"10,829","11,591","11,792","11,759","12,044","12,500","12,659","12,591","13,273","13,214","13,136","12,398"
S92000003,SCOTLAND,Country,M,82,"9,906","9,976","10,679","10,943","10,932","11,177","11,616","11,660","11,754","12,220","12,257","12,129"
S92000003,SCOTLAND,Country,M,83,"8,414","9,050","9,158","9,758","9,998","10,033","10,225","10,656","10,705","10,753","11,213","11,144"
S92000003,SCOTLAND,Country,M,84,"7,587","7,602","8,131","8,348","8,774","9,078","9,148","9,235","9,719","9,683","9,831","10,167"
S92000003,SCOTLAND,Country,M,85,"6,686","6,732","6,754","7,281","7,411","7,897","8,149","8,208","8,343","8,717","8,663","8,764"
S92000003,SCOTLAND,Country,M,86,"5,694","5,899","5,934","6,022","6,439","6,572","6,961","7,221","7,373","7,357","7,747","7,706"
S92000003,SCOTLAND,Country,M,87,"4,839","4,946","5,118","5,219","5,183","5,644","5,722","6,119","6,357","6,385","6,499","6,788"
S92000003,SCOTLAND,Country,M,88,"3,771","4,074","4,233","4,453","4,391","4,459","4,878","4,893","5,352","5,431","5,520","5,590"
S92000003,SCOTLAND,Country,M,89,"3,367","3,205","3,457","3,634","3,725","3,731","3,746","4,098","4,166","4,507","4,613","4,708"
S92000003,SCOTLAND,Country,M,90,"9,052","9,853","10,336","11,021","11,470","12,077","12,448","12,673","13,467","13,698","14,446","15,034"
S92000003,SCOTLAND,Country,F,0,"28,767","28,190","27,608","26,999","26,778","26,461","25,438","24,999","24,573","23,541","22,816","22,795"
S92000003,SCOTLAND,Country,F,1,"29,015","28,793","28,296","27,838","27,164","27,109","26,638","25,597","25,223","24,778","23,766","23,235"
S92000003,SCOTLAND,Country,F,2,"29,190","28,991","28,789","28,387","27,967","27,394","27,153","26,701","25,770","25,189","25,037","23,962"
S92000003,SCOTLAND,Country,F,3,"29,061","29,166","29,002","28,814","28,442","28,161","27,443","27,221","26,926","25,795","25,179","25,253"
S92000003,SCOTLAND,Country,F,4,"27,807","29,057","29,054","29,073","28,886","28,591","28,238","27,455","27,353","26,945","25,898","25,178"
S92000003,SCOTLAND,Country,F,5,"27,372","27,751","29,060","29,032","29,081","29,000","28,676","28,279","27,615","27,406","27,034","25,950"
S92000003,SCOTLAND,Country,F,6,"26,912","27,353","27,763","29,115","29,044","29,208","29,034","28,731","28,449","27,651","27,516","27,120"
S92000003,SCOTLAND,Country,F,7,"26,373","26,806","27,392","27,801","29,178","29,162","29,332","29,094","28,891","28,482","27,769","27,584"
S92000003,SCOTLAND,Country,F,8,"25,846","26,448","26,724","27,445","27,899","29,313","29,260","29,407","29,286","28,930","28,621","27,872"
S92000003,SCOTLAND,Country,F,9,"25,804","26,143","26,507","26,734","27,512","28,019","29,405","29,261","29,593","29,316","29,032","28,687"
S92000003,SCOTLAND,Country,F,10,"26,930","26,100","26,467","26,603","26,705","27,652","28,079","29,460","29,392","29,699","29,488","29,147"
S92000003,SCOTLAND,Country,F,11,"27,206","27,140","26,405","26,803","26,749","26,706","27,771","28,178","29,615","29,436","29,834","29,581"
S92000003,SCOTLAND,Country,F,12,"28,397","27,522","27,360","26,671","27,089","26,868","26,734","27,843","28,354","29,679","29,557","29,981"
S92000003,SCOTLAND,Country,F,13,"29,033","28,515","27,857","27,542","26,953","27,387","26,975","26,716","28,046","28,445","29,834","29,632"
S92000003,SCOTLAND,Country,F,14,"29,934","28,923","28,664","28,205","27,763","27,257","27,693","27,096","26,826","28,145","28,567","29,955"
S92000003,SCOTLAND,Country,F,15,"29,584","29,797","28,815","28,845","28,550","27,979","27,576","28,022","27,347","26,882","28,310","28,647"
S92000003,SCOTLAND,Country,F,16,"30,055","29,529","29,728","28,783","29,088","28,935","28,276","27,879","28,400","27,514","26,965","28,443"
S92000003,SCOTLAND,Country,F,17,"31,165","30,092","29,514","29,713","28,871","29,439","29,396","28,584","28,263","28,807","27,789","27,172"
S92000003,SCOTLAND,Country,F,18,"33,036","32,029","30,640","30,242","30,614","30,024","30,748","30,531","30,084","29,520","30,043","28,828"
S92000003,SCOTLAND,Country,F,19,"36,620","34,779","34,085","32,612","32,622","33,008","32,291","33,041","33,228","32,385","31,655","32,807"
S92000003,SCOTLAND,Country,F,20,"37,513","37,430","35,556","35,104","33,879","33,998","34,158","33,212","34,345","34,649","33,207","33,268"
S92000003,SCOTLAND,Country,F,21,"36,386","37,739","37,438","35,682","35,615","34,357","34,204","34,162","33,518","34,663","34,768","34,057"
S92000003,SCOTLAND,Country,F,22,"36,450","36,233","37,316","37,187","35,878","35,690","34,159","34,076","34,201","33,546","34,496","35,751"
S92000003,SCOTLAND,Country,F,23,"37,038","36,384","35,904","36,992","37,145","36,099","35,574","34,152","34,179","34,414","33,666","35,264"
S92000003,SCOTLAND,Country,F,24,"36,098","36,464","35,683","35,218","36,855","36,887","35,751","35,113","33,578","33,601","34,074","34,125"
S92000003,SCOTLAND,Country,F,25,"35,492","35,655","36,076","35,264","35,294","36,798","36,652","35,397","34,695","33,235","33,291","34,338"
S92000003,SCOTLAND,Country,F,26,"35,491","35,227","35,259","35,910","35,413","35,390","36,790","36,539","35,159","34,519","33,107","33,751"
S92000003,SCOTLAND,Country,F,27,"34,274","35,345","34,994","35,128","36,032","35,608","35,467","36,750","36,432","35,092","34,530","33,459"
S92000003,SCOTLAND,Country,F,28,"35,002","34,195","35,196","34,869","35,134","36,258","35,676","35,566","36,780","36,172","34,981","34,903"
S92000003,SCOTLAND,Country,F,29,"35,698","34,895","34,088","35,225","35,030","35,217","36,378","35,713","35,636","36,662","36,182","35,393"
S92000003,SCOTLAND,Country,F,30,"35,146","35,583","34,786","34,200","35,388","35,178","35,249","36,518","35,816","35,704","36,757","36,656"
S92000003,SCOTLAND,Country,F,31,"34,479","35,129","35,471","34,831","34,303","35,563","35,201","35,304","36,625","35,772","35,923","37,177"
S92000003,SCOTLAND,Country,F,32,"33,073","34,431","35,162","35,490","34,960","34,471","35,640","35,249","35,403","36,601","35,897","36,298"
S92000003,SCOTLAND,Country,F,33,"31,212","33,005","34,340","35,250","35,579","35,091","34,600","35,742","35,392","35,317","36,745","36,296"
S92000003,SCOTLAND,Country,F,34,"30,232","31,167","33,048","34,427","35,396","35,635","35,158","34,741","35,873","35,395","35,408","37,191"
S92000003,SCOTLAND,Country,F,35,"32,242","30,277","31,221","33,169","34,505","35,508","35,653","35,277","34,810","35,884","35,576","35,765"
S92000003,SCOTLAND,Country,F,36,"32,892","32,303","30,309","31,291","33,329","34,569","35,624","35,543","35,363","34,815","36,042","35,965"
S92000003,SCOTLAND,Country,F,37,"33,168","32,928","32,340","30,394","31,437","33,394","34,597","35,648","35,579","35,369","34,917","36,411"
S92000003,SCOTLAND,Country,F,38,"35,265","33,151","32,958","32,459","30,536","31,567","33,534","34,634","35,767","35,541","35,449","35,291"
S92000003,SCOTLAND,Country,F,39,"38,065","35,266","33,252","33,055","32,627","30,612","31,702","33,607","34,766","35,771","35,568","35,766"
S92000003,SCOTLAND,Country,F,40,"39,755","38,049","35,357","33,365","33,116","32,706","30,688","31,745","33,717","34,708","35,850","35,727"
S92000003,SCOTLAND,Country,F,41,"39,275","39,821","38,079","35,489","33,418","33,175","32,792","30,753","31,838","33,714","34,770","36,026"
S92000003,SCOTLAND,Country,F,42,"40,695","39,299","39,844","38,125","35,552","33,494","33,284","32,864","30,909","31,842","33,852","34,908"
S92000003,SCOTLAND,Country,F,43,"41,588","40,746","39,356","39,939","38,168","35,634","33,618","33,277","32,953","30,899","31,894","33,978"
S92000003,SCOTLAND,Country,F,44,"41,478","41,645","40,801","39,429","40,014","38,176","35,701","33,720","33,332","32,928","30,969","31,985"
S92000003,SCOTLAND,Country,F,45,"41,500","41,501","41,695","40,896","39,491","40,016","38,202","35,730","33,849","33,338","32,983","31,148"
S92000003,SCOTLAND,Country,F,46,"42,830","41,551","41,538","41,750","40,916","39,537","40,049","38,204","35,798","33,861","33,391","33,083"
S92000003,SCOTLAND,Country,F,47,"42,788","42,863","41,563","41,591","41,772","40,934","39,628","40,104","38,243","35,776","33,912","33,454"
S92000003,SCOTLAND,Country,F,48,"42,389","42,838","42,907","41,640","41,592","41,771","40,961","39,628","40,149","38,174","35,727","34,019"
S92000003,SCOTLAND,Country,F,49,"41,054","42,372","42,852","42,950","41,699","41,584","41,774","40,975","39,743","40,095","38,221","35,831"
S92000003,SCOTLAND,Country,F,50,"40,323","41,019","42,377","42,883","43,007","41,680","41,613","41,781","41,025","39,744","40,089","38,297"
S92000003,SCOTLAND,Country,F,51,"38,809","40,306","40,946","42,391","42,869","42,958","41,665","41,546","41,818","40,963","39,743","40,122"
S92000003,SCOTLAND,Country,F,52,"38,896","38,783","40,237","40,927","42,328","42,837","42,935","41,628","41,516","41,778","40,945","39,783"
S92000003,SCOTLAND,Country,F,53,"37,861","38,834","38,803","40,152","40,853","42,298","42,825","42,859","41,639","41,493","41,768","40,991"
S92000003,SCOTLAND,Country,F,54,"36,731","37,857","38,751","38,775","40,109","40,816","42,305","42,781","42,837","41,624","41,448","41,758"
S92000003,SCOTLAND,Country,F,55,"35,637","36,672","37,867","38,776","38,800","40,032","40,768","42,251","42,796","42,789","41,624","41,432"
S92000003,SCOTLAND,Country,F,56,"34,292","35,592","36,595","37,822","38,725","38,757","39,917","40,666","42,238","42,750","42,776","41,577"
S92000003,SCOTLAND,Country,F,57,"33,842","34,258","35,505","36,464","37,796","38,564","38,728","39,703","40,579","42,108","42,725","42,756"
S92000003,SCOTLAND,Country,F,58,"33,239","33,721","34,198","35,428","36,360","37,710","38,449","38,649","39,571","40,442","42,046","42,694"
S92000003,SCOTLAND,Country,F,59,"32,154","33,159","33,620","34,160","35,343","36,191","37,645","38,279","38,585","39,408","40,355","41,972"
S92000003,SCOTLAND,Country,F,60,"32,717","32,061","33,061","33,529","34,092","35,206","36,090","37,551","38,144","38,445","39,240","40,220"
S92000003,SCOTLAND,Country,F,61,"32,585","32,535","31,913","32,975","33,408","33,960","35,092","35,883","37,455","37,977","38,311","39,135"
S92000003,SCOTLAND,Country,F,62,"33,718","32,360","32,373","31,745","32,844","33,267","33,838","34,905","35,716","37,309","37,812","38,173"
S92000003,SCOTLAND,Country,F,63,"34,827","33,537","32,178","32,197","31,556","32,638","33,067","33,617","34,749","35,463","37,129","37,635"
S92000003,SCOTLAND,Country,F,64,"37,988","34,567","33,255","31,985","31,972","31,337","32,418","32,804","33,445","34,522","35,241","36,944"
S92000003,SCOTLAND,Country,F,65,"28,758","37,662","34,292","32,997","31,749","31,692","31,096","32,119","32,580","33,231","34,312","34,998"
S92000003,SCOTLAND,Country,F,66,"27,718","28,442","37,259","34,014","32,714","31,494","31,431","30,766","31,833","32,314","33,002","34,027"
S92000003,SCOTLAND,Country,F,67,"28,097","27,347","28,127","36,872","33,666","32,337","31,198","31,050","30,492","31,527","32,036","32,713"
S92000003,SCOTLAND,Country,F,68,"27,702","27,737","26,998","27,839","36,445","33,274","31,973","30,849","30,752","30,154","31,201","31,641"
S92000003,SCOTLAND,Country,F,69,"25,723","27,324","27,327","26,642","27,444","35,952","32,881","31,597","30,515","30,369","29,801","30,857"
S92000003,SCOTLAND,Country,F,70,"24,164","25,321","26,935","26,954","26,187","27,029","35,430","32,340","31,169","30,071","29,962","29,412"
S92000003,SCOTLAND,Country,F,71,"24,691","23,713","24,862","26,480","26,507","25,718","26,544","34,879","31,935","30,735","29,624","29,502"
S92000003,SCOTLAND,Country,F,72,"24,184","24,170","23,153","24,435","25,968","26,027","25,248","26,067","34,262","31,374","30,269","29,128"
S92000003,SCOTLAND,Country,F,73,"23,655","23,670","23,635","22,665","23,905","25,445","25,505","24,765","25,526","33,604","30,786","29,718"
S92000003,SCOTLAND,Country,F,74,"23,009","23,036","23,047","23,134","22,110","23,344","24,856","24,910","24,223","24,929","32,844","30,159"
S92000003,SCOTLAND,Country,F,75,"22,244","22,339","22,379","22,458","22,484","21,519","22,772","24,194","24,307","23,598","24,299","31,983"
S92000003,SCOTLAND,Country,F,76,"21,406","21,616","21,613","21,728","21,811","21,845","20,849","22,104","23,566","23,617","22,962","23,627"
S92000003,SCOTLAND,Country,F,77,"20,067","20,629","20,847","20,942","20,990","21,099","21,115","20,111","21,483","22,801","22,884","22,244"
S92000003,SCOTLAND,Country,F,78,"19,046","19,303","19,838","20,102","20,071","20,263","20,339","20,277","19,372","20,679","22,005","22,065"
S92000003,SCOTLAND,Country,F,79,"18,993","18,248","18,465","19,001","19,245","19,211","19,428","19,485","19,536","18,538","19,911","21,091"
S92000003,SCOTLAND,Country,F,80,"17,802","18,145","17,353","17,673","18,051","18,387","18,406","18,519","18,679","18,628","17,689","19,019"
S92000003,SCOTLAND,Country,F,81,"16,639","16,825","17,090","16,550","16,825","17,155","17,459","17,400","17,647","17,677","17,691","16,760"
S92000003,SCOTLAND,Country,F,82,"15,284","15,619","15,757","16,116","15,589","15,913","16,192","16,402","16,381","16,583","16,636","16,695"
S92000003,SCOTLAND,Country,F,83,"13,764","14,250","14,549","14,762","14,956","14,623","14,913","15,170","15,454","15,199","15,508","15,597"
S92000003,SCOTLAND,Country,F,84,"12,725","12,765","13,138","13,485","13,610","13,848","13,564","13,799","14,128","14,292","14,161","14,397"
S92000003,SCOTLAND,Country,F,85,"11,956","11,763","11,607","12,086","12,326","12,532","12,738","12,565","12,772","12,972","13,168","12,967"
S92000003,SCOTLAND,Country,F,86,"10,446","10,844","10,674","10,598","10,929","11,180","11,302","11,473","11,524","11,617","11,879","11,945"
S92000003,SCOTLAND,Country,F,87,"9,487","9,390","9,674","9,622","9,462","9,821","9,992","10,088","10,316","10,289","10,474","10,633"
S92000003,SCOTLAND,Country,F,88,"8,188","8,396","8,256","8,645","8,446","8,377","8,693","8,742","8,992","9,042","9,183","9,279"
S92000003,SCOTLAND,Country,F,89,"7,441","7,110","7,325","7,212","7,515","7,388","7,256","7,483","7,688","7,767","7,883","8,052"
S92000003,SCOTLAND,Country,F,90,"26,117","27,045","27,356","28,549","28,337","28,982","29,205","29,059","29,818","29,424","29,867","29,930"
N92000002,NORTHERN IRELAND,Country,M,0,"12,943","12,949","12,487","12,403","12,356","12,670","12,137","11,790","11,632","11,260","11,026","10,959"
N92000002,NORTHERN IRELAND,Country,M,1,"12,827","12,972","13,025","12,586","12,479","12,466","12,709","12,233","11,832","11,661","11,332","11,200"
N92000002,NORTHERN IRELAND,Country,M,2,"13,148","12,824","12,976","13,080","12,632","12,532","12,507","12,752","12,276","11,787","11,695","11,488"
N92000002,NORTHERN IRELAND,Country,M,3,"13,111","13,142","12,822","12,981","13,130","12,666","12,542","12,547","12,783","12,245","11,764","11,807"
N92000002,NORTHERN IRELAND,Country,M,4,"12,514","13,125","13,126","12,860","13,010","13,168","12,667","12,617","12,601","12,733","12,232","11,913"
N92000002,NORTHERN IRELAND,Country,M,5,"11,899","12,454","13,036","13,061","12,879","13,032","13,185","12,700","12,608","12,547","12,722","12,363"
N92000002,NORTHERN IRELAND,Country,M,6,"11,655","11,890","12,454","13,034","13,068","12,891","13,064","13,189","12,711","12,565","12,553","12,841"
N92000002,NORTHERN IRELAND,Country,M,7,"11,507","11,678","11,858","12,461","13,068","13,059","12,901","13,101","13,238","12,696","12,547","12,658"
N92000002,NORTHERN IRELAND,Country,M,8,"11,159","11,528","11,710","11,888","12,478","13,091","13,058","12,969","13,149","13,255","12,710","12,647"
N92000002,NORTHERN IRELAND,Country,M,9,"11,195","11,187","11,571","11,759","11,908","12,494","13,092","13,088","13,006","13,147","13,247","12,815"
N92000002,NORTHERN IRELAND,Country,M,10,"11,363","11,189","11,205","11,632","11,804","11,916","12,503","13,124","13,125","13,009","13,168","13,314"
N92000002,NORTHERN IRELAND,Country,M,11,"11,960","11,372","11,189","11,282","11,665","11,867","11,937","12,540","13,178","13,098","13,030","13,243"
N92000002,NORTHERN IRELAND,Country,M,12,"12,293","11,932","11,348","11,200","11,343","11,718","11,914","11,973","12,591","13,190","13,084","13,117"
N92000002,NORTHERN IRELAND,Country,M,13,"12,490","12,320","11,897","11,384","11,232","11,411","11,749","11,970","12,010","12,575","13,173","13,166"
N92000002,NORTHERN IRELAND,Country,M,14,"12,645","12,531","12,342","11,905","11,412","11,243","11,483","11,826","12,025","12,021","12,572","13,263"
N92000002,NORTHERN IRELAND,Country,M,15,"12,622","12,715","12,514","12,364","11,898","11,434","11,258","11,545","11,883","12,063","12,025","12,651"
N92000002,NORTHERN IRELAND,Country,M,16,"12,774","12,628","12,730","12,538","12,401","11,895","11,453","11,283","11,602","11,912","12,075","12,092"
N92000002,NORTHERN IRELAND,Country,M,17,"12,835","12,769","12,633","12,767","12,552","12,407","11,869","11,479","11,266","11,611","11,921","12,113"
N92000002,NORTHERN IRELAND,Country,M,18,"12,810","12,803","12,756","12,715","12,829","12,565","12,457","11,886","11,481","11,231","11,593","12,018"
N92000002,NORTHERN IRELAND,Country,M,19,"12,783","12,391","12,439","12,406","12,380","12,509","12,146","12,089","11,506","11,025","10,780","11,066"
N92000002,NORTHERN IRELAND,Country,M,20,"12,755","12,223","12,100","12,255","12,309","12,294","12,269","12,054","12,042","11,232","10,800","10,472"
N92000002,NORTHERN IRELAND,Country,M,21,"12,649","12,562","12,308","11,971","12,074","12,124","12,073","12,212","11,913","11,749","10,954","10,502"
N92000002,NORTHERN IRELAND,Country,M,22,"12,628","12,634","12,312","12,172","11,913","11,936","12,055","12,009","12,159","11,671","11,572","10,701"
N92000002,NORTHERN IRELAND,Country,M,23,"12,603","12,680","12,322","12,145","12,132","11,799","11,776","12,047","11,997","11,982","11,720","11,426"
N92000002,NORTHERN IRELAND,Country,M,24,"12,696","12,618","12,237","12,219","12,084","11,969","11,553","11,588","11,929","11,763","11,888","11,598"
N92000002,NORTHERN IRELAND,Country,M,25,"12,535","12,527","12,220","12,133","12,124","11,969","11,859","11,517","11,558","11,717","11,666","11,648"
N92000002,NORTHERN IRELAND,Country,M,26,"12,535","12,444","12,321","12,181","12,125","12,095","11,885","11,847","11,528","11,401","11,608","11,625"
N92000002,NORTHERN IRELAND,Country,M,27,"12,244","12,541","12,282","12,268","12,193","12,112","12,090","11,891","11,937","11,410","11,381","11,565"
N92000002,NORTHERN IRELAND,Country,M,28,"12,078","12,165","12,367","12,282","12,236","12,174","12,085","12,129","11,952","11,847","11,428","11,440"
N92000002,NORTHERN IRELAND,Country,M,29,"12,043","12,003","12,046","12,317","12,353","12,227","12,156","12,055","12,186","11,893","11,799","11,561"
N92000002,NORTHERN IRELAND,Country,M,30,"12,341","12,060","11,997","12,034","12,404","12,394","12,247","12,236","12,153","12,137","11,891","11,828"
N92000002,NORTHERN IRELAND,Country,M,31,"12,370","12,292","11,987","12,020","12,078","12,456","12,473","12,348","12,301","12,119","12,128","11,923"
N92000002,NORTHERN IRELAND,Country,M,32,"11,580","12,358","12,182","11,976","12,056","12,077","12,466","12,530","12,367","12,213","12,221","12,234"
N92000002,NORTHERN IRELAND,Country,M,33,"11,280","11,568","12,326","12,145","12,025","12,094","12,093","12,527","12,634","12,308","12,171","12,331"
N92000002,NORTHERN IRELAND,Country,M,34,"11,154","11,281","11,547","12,380","12,202","12,068","12,116","12,152","12,595","12,627","12,305","12,271"
N92000002,NORTHERN IRELAND,Country,M,35,"11,270","11,097","11,182","11,584","12,421","12,181","12,092","12,195","12,211","12,549","12,649","12,399"
N92000002,NORTHERN IRELAND,Country,M,36,"11,552","11,276","11,056","11,197","11,662","12,492","12,204","12,127","12,271","12,158","12,578","12,685"
N92000002,NORTHERN IRELAND,Country,M,37,"11,841","11,538","11,166","11,049","11,207","11,756","12,528","12,253","12,186","12,294","12,152","12,658"
N92000002,NORTHERN IRELAND,Country,M,38,"12,297","11,794","11,475","11,140","11,093","11,229","11,821","12,613","12,288","12,141","12,355","12,175"
